track,type,raceIdx,runaway,sample,rank,index,effSpeed,product,baseSpeed,spreadFactor,speedBonusMult,boost,brake,rowEnvMult,trajectoryMult,areaBonusMult,governorMult,servoSaturated,servoHeadroom,bandHeadroom,finishClamp,gapAhead
luger-hill,open,1,0,0.85,1,32,0.000268865,0.000268865,0.000268909,1.08134,1.03268,1,1,1,0.999835,1,1,0,0.100165,0,0,0
luger-hill,open,1,0,0.85,2,18,0.000258321,0.000258321,0.000266072,1.08134,1.021786,1,1,1,0.970868,1,1,0,0.129132,0,0,1.949
luger-hill,open,1,0,0.85,3,16,0.000274963,0.000274963,0.000262585,1.044889,1.043573,1,1,1,1.047137,1,1,0,0.052863,0.036451,0,0.03
luger-hill,open,1,0,0.85,4,28,0.000243325,0.000243325,0.000221224,0.91866,1,1,1,1,1.099903,1,1,0,0.000097,0.162679,0,0.7052
luger-hill,open,1,0,0.85,5,39,0.000243841,0.000243841,0.000262652,1.07894,1.010893,1,0.945,1,0.982416,1,1,0,0.117584,0.0024,0,0.4079
luger-hill,open,1,0,0.85,6,14,0.000252083,0.000252083,0.000252028,1.0353,1.010893,1,1,1,1.000216,1,1,0,0.099784,0.04604,0,0.4593
luger-hill,open,1,0,0.85,7,37,0.000234362,0.000234362,0.000260399,1.08134,1,1,0.945,1,0.952391,1,1,0,0.147609,0,0,0.2062
luger-hill,open,1,0,0.85,8,17,0.000220043,0.000220043,0.000263236,1.08134,1.010893,1.04,0.945,1,0.850544,1,1,0,0.249456,0,0,0.2852
luger-hill,open,1,0,0.85,9,11,0.000228294,0.000228294,0.000263659,1.049161,1.043573,1,0.945,1,0.916264,1,1,0,0.183736,0.032179,0,0.1868
luger-hill,open,1,0,0.85,10,4,0.000199912,0.000199912,0.000248878,1.022361,1.010893,1,0.945,1,0.85,1,1,0,0.25,0.058979,0,0.2709
luger-hill,open,1,0,0.85,11,34,0.000237716,0.000237716,0.000268909,1.08134,1.03268,1.04,1,1,0.85,1,1,0,0.25,0,0,0.6995
luger-hill,open,1,0,0.85,12,7,0.000217592,0.000217592,0.000260399,1.08134,1,1.04,0.945,1,0.850232,1,1,0,0.249768,0,0,0.0082
luger-hill,open,1,0,0.85,13,8,0.000220307,0.000220307,0.000259184,1.053345,1.021786,1,1,1,0.85,1,1,0,0.25,0.027995,0,0.1262
luger-hill,open,1,0,0.85,14,25,0.000237194,0.000237194,0.000228454,0.91866,1.03268,1,0.945,1,1.098688,1,1,0,0.001312,0.162679,0,0.0569
luger-hill,open,1,0,0.85,15,0,0.000200805,0.000200805,0.000240376,0.976907,1.021786,1.04,0.945,1,0.85,1,1,0,0.25,0.104432,0,0.4677
luger-hill,open,1,0,0.9,1,32,0.000268865,0.000268865,0.000268909,1.08134,1.03268,1,1,1,0.999835,1,1,0,0.100165,0,0,0
luger-hill,open,1,0,0.9,2,16,0.000249428,0.000249428,0.000262654,1.045162,1.043573,1,1,1,0.949644,1,1,0,0.150356,0.036178,0,2.3349
luger-hill,open,1,0,0.9,3,18,0.000254531,0.000254531,0.000266072,1.08134,1.021786,1,1,1,0.956622,1,1,0,0.143378,0,0,0.0462
luger-hill,open,1,0,0.9,4,28,0.00023914,0.00023914,0.000221224,0.91866,1,1.04,0.945,1,1.099903,1,1,0,0.000097,0.162679,0,1.2874
luger-hill,open,1,0,0.9,5,14,0.000261505,0.000261505,0.000262595,1.078708,1.010893,1,1,1,0.99585,1,1,0,0.10415,0.002632,0,0.1339
luger-hill,open,1,0,0.9,6,39,0.000232516,0.000232516,0.000262652,1.078942,1.010893,1,1,1,0.885264,1,1,0,0.214736,0.002398,0,0.2543
luger-hill,open,1,0,0.9,7,37,0.000237156,0.000237156,0.000260399,1.08134,1,1,0.945,1,0.963746,1,1,0,0.136254,0,0,0.7775
luger-hill,open,1,0,0.9,8,17,0.000223894,0.000223894,0.000263236,1.08134,1.010893,1,1,1,0.850544,1,1,0,0.249456,0,0,0.6429
luger-hill,open,1,0,0.9,9,11,0.000216851,0.000216851,0.000253014,1.006801,1.043573,1,0.945,1,0.906956,1,1,0,0.193044,0.074538,0,0.1658
luger-hill,open,1,0,0.9,10,25,0.000248742,0.000248742,0.000228454,0.91866,1.03268,1,1,1,1.088805,1,1,0,0.011195,0.162679,0,0.4212
luger-hill,open,1,0,0.9,11,34,0.000228573,0.000228573,0.000268909,1.08134,1.03268,1,1,1,0.85,1,1,0,0.25,0,0,0.4257
luger-hill,open,1,0,0.9,12,7,0.000230175,0.000230175,0.000260399,1.08134,1,1,1,1,0.883932,1,1,0,0.216068,0,0,0.0822
